x,y,label
-17.101328,-17.101328,How to Build a Better Boy
10.001809,10.001809,Star Wars Resistance
-25.308107,-25.308107,Newsies
-4.183571,-4.183571,The Swap
-12.345649,-12.345649,Randy Cunningham: 9th Grade Ninja
-4.4214807,-4.4214807,Fury Files
-13.3086,-13.3086,Wendy Wu: Homecoming Warrior
-25.315033,-25.315033,Newsies: The Broadway Musical
-14.119701,-14.119701,Frenemies
-1.049798,-1.049798,The Blue Umbrella
0.42239508,0.42239508,Melody Time
0.5230309,0.5230309,Adventures Of The Gummi Bears
0.08523951,0.08523951,Avalon High
-4.8784385,-4.8784385,Wolverine and The X-Men
-16.679142,-16.679142,Doug
-11.243441,-11.243441,Can of Worms
49.307484,49.307484,The Finest Hours
-7.1108503,-7.1108503,Beauty and the Beast: Belle's Magical World
20.43541,20.43541,Muppet Babies Play Date
-5.0209956,-5.0209956,The Little Prince(ss)
-21.154293,-21.154293,Sharpay's Fabulous Adventure
24.743557,24.743557,The Thirteenth Year
-22.58664,-22.58664,Rocket & Groot (Shorts)
6.1349225,6.1349225,The Greatest Game Ever Played
-10.418735,-10.418735,TaleSpin
121.94363,121.94363,Return to Oz
3.043856,3.043856,The Prince and the Pauper
32.68258,32.68258,DuckTales (Shorts)
29.253347,29.253347,Winnie the Pooh: Springtime with Roo
14.293465,14.293465,Elephant
0.05430377,0.05430377,Cow Belles
11.069366,11.069366,Homeward Bound II: Lost in San Francisco
15.034156,15.034156,How to Fish
11.274022,11.274022,Donald's Tire Trouble
-6.0114884,-6.0114884,Marvel's 616
16.26799,16.26799,Higglytown Heroes
15.85325,15.85325,Ferdinand the Bull
-5.6816635,-5.6816635,Iron Man & Captain America: Heroes United
5.183306,5.183306,Pollyanna
17.317505,17.317505,The Country Bears
-9.748956,-9.748956,Zapped
-14.88498,-14.88498,Phil of the Future
2.279599,2.279599,The Hockey Champ
-7.9333763,-7.9333763,Flight of the Navigator
11.280671,11.280671,Mickey's Trailer
-12.38635,-12.38635,Big Hero 6 The Series (Shorts)
25.575314,25.575314,Three Little Pigs
9.062988,9.062988,Johnny Tsunami
28.347027,28.347027,Winnie the Pooh: A Very Merry Pooh Year
-5.9129725,-5.9129725,Stuntman
4.287418,4.287418,The Great Muppet Caper
-17.7141,-17.7141,The Suite Life Movie
5.651568,5.651568,The Muppet Christmas Carol
-2.143762,-2.143762,Evermoor
14.818461,14.818461,Dolphin Reef
-1.0078354,-1.0078354,Wander Over Yonder
4.51952,4.51952,Iron Will
-15.560098,-15.560098,Luck of the Irish
14.8131,14.8131,Society Dog Show
6.854836,6.854836,Man of the House
-0.94042784,-0.94042784,Around the World in 80 Days
-8.890814,-8.890814,Mech-X4
-3.208691,-3.208691,Freaky Friday
18.210697,18.210697,Hercules: The Animated Series
-18.02037,-18.02037,Pickle and Peanut
20.035809,20.035809,Motocrossed
0.81990004,0.81990004,The Apple Dumpling Gang
-2.827996,-2.827996,Imagination Movers
-14.533646,-14.533646,Get a Clue
-18.639051,-18.639051,Future Avengers
9.233518,9.233518,The Big Bad Wolf
-22.810242,-22.810242,The Disney Holiday Singalong
-13.136812,-13.136812,Double Teamed
29.455824,29.455824,Food for Feudin'
-4.822079,-4.822079,The Last of the Chupacabras
38.811207,38.811207,Winter Storage
-9.390694,-9.390694,The Avengers: United They Stand
123.51353,123.51353,Eight Below
-0.080581605,-0.080581605,The Odd Life of Timothy Green
-14.763755,-14.763755,Spider-Woman
23.60654,23.60654,Mickey's Birthday Party
17.77589,17.77589,The Wise Little Hen
-3.374018,-3.374018,Brink!
3.5055354,3.5055354,Don's Fountain of Youth
-7.724298,-7.724298,On Pointe
-4.545203,-4.545203,Let's Be Tigers
-8.04262,-8.04262,Stepsister from Planet Weird
-3.583778,-3.583778,The Cat from Outer Space
4.381448,4.381448,Mr. Mouse Takes a Trip
-2.1416378,-2.1416378,The Evermoor Chronicles
-5.9067163,-5.9067163,"20,000 Leagues Under the Sea"
-3.8831813,-3.8831813,Mars Needs Moms
-26.602589,-26.602589,Take Two With Phineas And Ferb (Shorts)
7.593475,7.593475,George of the Jungle 2
4.090022,4.090022,Muppet Moments (Shorts)
4.5966334,4.5966334,The Art of Skiing
125.75107,125.75107,Prom
-36.682236,-36.682236,The Even Stevens Movie
4.3316298,4.3316298,First Kid
-14.339068,-14.339068,Marvel Studios: Assembling A Universe
30.214178,30.214178,Be Our Chef
104.15063,104.15063,"Davy Crockett, King of the Wild Frontier"
-7.453276,-7.453276,Magician Mickey
15.791009,15.791009,Mickey's Rival
-1.3789957,-1.3789957,The Kid
1.0328248,1.0328248,"Happy Birthday, Mickey!"
21.968216,21.968216,Thru the Mirror
-16.985403,-16.985403,The Adventures of Huck Finn
9.521595,9.521595,Hawaiian Holiday
-1.1337308,-1.1337308,Magic Camp
-10.735511,-10.735511,Sanjay's Super Team
6.5875955,6.5875955,A Knight for a Day
-9.212898,-9.212898,Max Keeble's Big Move
-24.796776,-24.796776,Guardians of the Galaxy (Shorts)
2.7420654,2.7420654,The Muppets (Series)
7.2334514,7.2334514,Rescue Dog
3.2383249,3.2383249,Pluto's Sweater
-10.082048,-10.082048,Silver Surfer
2.55864,2.55864,Sea Scouts
-2.2329903,-2.2329903,The Brave Little Toaster Goes to Mars
-11.338756,-11.338756,Stuck in the Suburbs
-17.099817,-17.099817,Zenon: The Zequel
1.5808758,1.5808758,Squanto: A Warrior's Tale
-12.600107,-12.600107,Tom and Huck
-28.587563,-28.587563,Go Figure
-0.9373045,-0.9373045,Encore!
-8.569341,-8.569341,Inspector Gadget 2
-1.1023823,-1.1023823,Out of the Box
0.66044515,0.66044515,A Kid in King Arthur's Court
7.836087,7.836087,The Ugly Duckling
20.160597,20.160597,The Hunchback of Notre Dame II
2.446477,2.446477,Tugboat Mickey
20.179605,20.179605,Bride of Boogedy
-4.9488497,-4.9488497,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert
27.870882,27.870882,Eddie's Million Dollar Cook-off
-25.119293,-25.119293,High School Musical: The Musical: The Series: The Sing-Along
5.377523,5.377523,Wild Hearts Can't Be Broken
19.637722,19.637722,The Love Bug
22.385757,22.385757,101 Dalmatians (Series)
25.24752,25.24752,Horse Sense
-6.5274878,-6.5274878,The Black Hole
30.5622,30.5622,Wolfgang
-8.423712,-8.423712,How to Play Football
-26.878202,-26.878202,The Absent-Minded Professor
7.525459,7.525459,Mickey and the Seal
4.500325,4.500325,Flowers and Trees
19.012009,19.012009,Mission Force One
26.849117,26.849117,Dragon Around
8.928676,8.928676,Johnny Kapahala: Back on Board
1.9972706,1.9972706,Mickey's Delayed Date
25.574448,25.574448,Three Little Wolves
-7.9585156,-7.9585156,Return from Witch Mountain
13.459102,13.459102,That Darn Cat!
6.581843,6.581843,Coop & Cami Ask The World (Shorts)
5.0762663,5.0762663,Clock Cleaners
-10.092618,-10.092618,Kirby Buckets
1.8331977,1.8331977,The Apple Dumpling Gang Rides Again
21.88602,21.88602,Tall Tale
-3.8474674,-3.8474674,Blackbeard's Ghost
25.7213,25.7213,The Tortoise and the Hare
-28.53166,-28.53166,Hamilton: History Has Its Eyes on You
-13.309749,-13.309749,Read It and Weep
10.532521,10.532521,The Shaggy Dog
6.1577206,6.1577206,Ye Olden Days
-11.08491,-11.08491,Gotta Kick it Up
27.223146,27.223146,How to Play Baseball
-3.921486,-3.921486,The Happiest Millionaire
2.944227,2.944227,Canine Caddy
-35.140785,-35.140785,Crash & Bernstein
9.432825,9.432825,Ruby Bridges
-27.632961,-27.632961,Turning the Tables with Robin Roberts
-9.553473,-9.553473,I'll Be Home for Christmas
0.5500469,0.5500469,Early to Bed
11.227921,11.227921,Once Upon a Mattress
10.1847925,10.1847925,The Jungle Book: Mowgli's Story
1.1988475,1.1988475,Mr. Duck Steps Out
10.552367,10.552367,The Ugly Dachshund
38.491302,38.491302,Bearly Asleep
-14.45835,-14.45835,Marvel Studios: Expanding the Universe
1.8776121,1.8776121,Donald's Dog Laundry
3.8229234,3.8229234,Beach Picnic
5.9850154,5.9850154,Out of Scale
-8.767868,-8.767868,Avengers: Secret Wars (Shorts)
-22.044687,-22.044687,So Random!
3.6413763,3.6413763,The New Neighbor
-18.749054,-18.749054,Recess: School's Out
6.2595816,6.2595816,The Olympic Champ
8.370443,8.370443,Right on Track
-22.793442,-22.793442,High School Musical: The Musical: The Holiday Special
-8.9577,-8.9577,The Color of Friendship
23.605818,23.605818,Pluto's Party
13.86937,13.86937,Life-Size 2
-1.6450586,-1.6450586,Davy Crockett and the River Pirates
1.5349272,1.5349272,Quints
1.3465348,1.3465348,Shipwrecked
-10.246748,-10.246748,Bia
-25.56815,-25.56815,High School Musical: The Musical: The Series: The Special
8.614585,8.614585,Rip Girls
25.892002,25.892002,Toby Tortoise Returns
21.537142,21.537142,Bonkers
-16.04562,-16.04562,Darby O'Gill and the Little People
24.476315,24.476315,Pluto's Surprise Package
15.032023,15.032023,The Simple Things
17.521254,17.521254,Doug's 1st Movie
-5.6491776,-5.6491776,Ant-Man (Shorts)
-6.459303,-6.459303,Dinner Is Served
-17.557308,-17.557308,Zenon: Z3
-1.1412632,-1.1412632,The Lodge
2.4908652,2.4908652,Bone Bandit
3.9419081,3.9419081,Mail Dog
85.905174,85.905174,Queen of Katwe
-1.727795,-1.727795,The Book of Once Upon a Time
4.236274,4.236274,Now You See It
4.828183,4.828183,Grasshopper and the Ants
-14.392062,-14.392062,Future-Worm!
-3.4667819,-3.4667819,Ready to Run
105.40896,105.40896,My Favorite Martian
2.0875552,2.0875552,Mighty Ducks
13.0384655,13.0384655,That Darn Cat
1.11912,1.11912,Treasure Island
-5.0214,-5.0214,American Eid
-8.460722,-8.460722,Double Dribble
18.253391,18.253391,The Goddess of Spring
-8.525849,-8.525849,Skyrunners
-4.10853,-4.10853,Fast Layne
13.693714,13.693714,Special Agent Oso: Three Healthy Steps
-14.663844,-14.663844,Alley Cats Strike!
3.455669,3.455669,Mickey Down Under
1.4502796,1.4502796,The Old Mill
2.1012526,2.1012526,Pluto and the Gopher
-26.292843,-26.292843,The Strongest Man in the World
25.16151,25.16151,Adventures in Wonderland
-10.133093,-10.133093,Recess: Taking the 5th Grade
-24.791573,-24.791573,Tron Uprising
-16.6363,-16.6363,Pixel Perfect
-27.30983,-27.30983,Marvel's Hero Project
-5.4991794,-5.4991794,Genius
-17.007555,-17.007555,Candleshoe
19.857248,19.857248,Herbie Rides Again
7.1705775,7.1705775,Pick of the Litter
9.210794,9.210794,Babes in the Woods
-0.90376604,-0.90376604,The Story of Robin Hood And His Merrie Men
13.113919,13.113919,Babes in Toyland
9.769242,9.769242,The Biscuit Eater
-27.511927,-27.511927,Earth to Ned
13.41853,13.41853,The African Lion
-1.8944628,-1.8944628,Teacher's Pet
-4.4518466,-4.4518466,Recess: All Growed Down
-13.421456,-13.421456,Full-Court Miracle
-4.190873,-4.190873,"Up, Up and Away"
